,Range,Mean_Pitch,Most_Common_Pitch_Class,Last_Pitch,Most_Common_Rhythmic_Value,Tempo_Variability
"/Users/chevonballantyne/Desktop/Music Analytics/Final/Summermidi.mid",62.0, 64.78, 2.0, 55.0, 0.25, 2.97
