-26.7205,0.840487,0.363517,0.468601,-0.24188,-0.0370944,0.134696,-0.0496586,0.0585633,0.150707,0.189696,-0.0294083,0.0265816,0.423259,0.209044,0.532776,-0.00626547,-0.1975,-0.00600034,-0.0202533
-20.6877,2.10459,0.232448,0.153493,0.0865932,0.0400585,-0.199271,0.181562,0.0792337,0.0628686,0.121367,0.137475,0.33911,0.120402,-0.216142,0.134275,0.348361,0.0977792,-0.157923,-0.00157728
-21.5015,1.36143,0.417794,0.48818,-0.244494,0.00554755,0.0971299,0.221415,0.0739972,0.21387,0.236633,0.157534,0.218856,0.122077,0.132313,-0.0158378,0.103463,-0.211543,0.0384987,0.269165
-21.3438,1.48333,0.317916,0.392947,-0.0466648,0.0909816,-0.00593041,-0.0664519,-0.2072,0.207667,0.0893681,-0.0294038,-0.0834034,0.0292607,0.0647484,0.101389,0.100542,0.109438,-0.15854,-0.146151
-21.311,1.32424,0.153343,0.348715,-0.15337,0.0205822,0.0630645,0.196238,0.0114752,0.0527415,0.224021,0.325227,0.087438,0.14821,0.331789,0.209721,-0.0693348,-0.0695887,-0.105033,0.102276
-21.1249,1.58094,0.0826176,0.086404,0.0228181,0.182589,0.249904,0.257133,0.167154,0.0185883,0.023837,0.118052,-0.0427417,-0.333893,-0.0416555,0.0225902,-0.136846,-0.0927474,0.0317316,-0.141654
-20.4189,2.07557,0.33929,-0.20666,0.0530774,-0.0307542,-0.425035,-0.245678,-0.225184,0.253295,-0.121697,-0.0534968,-0.00471071,0.0219654,-0.110727,-0.0621265,0.169717,-0.00229035,-0.262531,-0.0238626
-21.3103,1.55663,0.477132,0.278936,0.119564,0.0230942,0.101893,-0.0633313,-0.205282,0.0219492,-0.0382458,0.179736,0.228023,0.0089973,-0.108622,0.123609,0.0183526,0.0760822,0.128251,0.183162
-21.0597,1.71123,0.343794,0.192546,-0.0519447,0.0183715,0.0239022,0.0946624,-0.198912,0.14342,0.406589,0.0981166,0.155352,0.079132,-0.104488,0.0943926,-0.0244142,-0.0173576,0.0634717,-0.00181009
-21.3439,1.45135,0.134579,0.296867,0.0588807,-0.296982,-0.17307,0.385426,-0.0395095,0.3678,0.281278,0.0572884,0.187842,-0.225282,-0.0674761,0.256514,0.301731,0.111854,-0.000916969,0.108281
-21.491,1.62835,0.566284,0.854023,0.220575,0.169715,0.189731,0.198028,0.0467072,0.0698723,-0.0936797,0.0591892,0.184953,0.217624,0.322148,0.0327547,0.00706491,-0.00890642,-0.035878,-0.143819
-21.8011,1.50042,0.252025,0.124038,-0.0271167,0.161408,0.0144629,0.254253,0.153315,0.264904,0.1981,0.159792,0.151689,0.0247981,-0.0486672,-0.0638938,-0.0928792,0.0591346,0.120894,-0.0343974
-21.9229,1.51415,0.564523,0.548579,0.0583118,-0.132185,0.14183,0.380543,-0.0101379,-0.184962,0.156423,0.498177,0.0771227,-0.186392,-0.0944466,-0.292992,0.01932,-0.0611681,0.145852,0.295221
-21.9876,1.40823,0.171104,0.427606,0.452207,0.139443,-0.0750184,-0.0244944,-0.133892,0.109054,0.110378,0.0737384,-0.0281816,0.136891,-0.0476716,-0.26283,-0.0908475,-0.202073,-0.0845324,-0.15099
-21.7467,1.57815,0.623308,0.35027,0.183801,0.0659542,-0.0316636,0.142138,0.0693209,-0.0733831,0.241123,0.249203,0.0033315,0.109259,0.116191,0.148185,0.0029274,0.00300481,0.135382,-0.0726223
-21.9866,1.47211,0.479832,0.222265,0.0285086,-0.177586,0.272042,0.512627,0.101624,-0.114913,0.168911,0.259447,-0.157704,-0.104123,0.118017,0.0952406,0.0962114,0.085723,0.0834213,-0.103738
-21.8505,1.33812,0.215619,0.377759,0.119161,0.146268,0.197104,-0.00854882,-0.0631562,-0.170491,0.0578533,-0.00175496,0.057633,0.152599,0.288424,0.0459589,-0.0448479,0.0785207,0.00886388,-0.258375
-21.7094,1.54167,0.397135,0.371053,0.178689,0.232118,0.144022,0.267328,0.173476,-0.184186,-0.205679,0.0947743,0.157319,0.00020681,0.0367188,-0.0970382,0.0691595,-0.0689287,0.0818008,0.2428
-21.5984,1.57281,0.253733,0.205333,-0.0924117,0.0626972,0.0318347,0.156491,0.360946,0.367851,0.171661,0.0300619,0.0590148,0.216866,-0.0436052,-0.0506831,0.0720282,0.195955,-0.0735973,0.0201481
-21.4099,1.50793,0.44731,0.495495,0.00294895,-0.271843,0.0145013,0.231775,0.0537822,0.210387,0.0630828,0.0392674,0.217569,0.0519523,0.117806,-0.00245532,-0.0133196,0.0148997,0.0813048,0.18192
